omega_tau,mean_K_3,std_error,constant_error
0.0,1.0000513999999998,0.04957654291155558,0.003162277660168379
0.0062894747819615,1.0038432,0.051216610595849525,0.003162277660168379
0.012578949563923,1.0077962,0.050363562531679035,0.003162277660168379
0.0188684243458846,1.0115398,0.053564704568803495,0.003162277660168379
0.0251578991278461,1.0158818,0.05343244873491901,0.003162277660168379
0.0314473739098077,1.0194311999999999,0.05030636187271442,0.003162277660168379
0.0377368486917692,1.0234054,0.05241425777883197,0.003162277660168379
0.0440263234737308,1.0278692,0.0507364094249961,0.003162277660168379
0.0503157982556923,1.032128,0.055744232959198003,0.003162277660168379
0.0566052730376539,1.0360408000000003,0.057445731122691066,0.003162277660168379
0.0628947478196154,1.0400238,0.050075949893102295,0.003162277660168379
0.069184222601577,1.0450487999999998,0.05273471284097737,0.003162277660168379
0.0754736973835385,1.0487042,0.0570200783767739,0.003162277660168379
0.0817631721655001,1.0536422,0.056105318127143484,0.003162277660168379
0.0880526469474616,1.0575854,0.05783338750305506,0.003162277660168379
0.0943421217294232,1.0627304,0.0517512285575184,0.003162277660168379
0.1006315965113847,1.0667066,0.05759502431818953,0.003162277660168379
0.1069210712933463,1.0711582,0.05468679495411727,0.003162277660168379
0.1132105460753078,1.0763632,0.05634772631372014,0.003162277660168379
0.1195000208572694,1.0804706,0.055783614378387594,0.003162277660168379
0.1257894956392309,1.0852636,0.05344073629331964,0.003162277660168379
0.1320789704211925,1.0895984,0.05747368705090715,0.003162277660168379
0.138368445203154,1.0947183999999999,0.05964968162856422,0.003162277660168379
0.1446579199851156,1.0989145999999999,0.057416600551358374,0.003162277660168379
0.1509473947670771,1.1035560000000002,0.05862936557484135,0.003162277660168379
0.1572368695490386,1.1089963999999999,0.058934209075989966,0.003162277660168379
0.1635263443310002,1.112653,0.060426725773392906,0.003162277660168379
0.1698158191129617,1.1181206000000001,0.05970935283421198,0.003162277660168379
0.1761052938949233,1.1231951999999998,0.060386791123067475,0.003162277660168379
0.1823947686768848,1.1275621999999998,0.06205711862079211,0.003162277660168379
0.1886842434588464,1.1324882,0.05656749390375141,0.003162277660168379
0.1949737182408079,1.1376754,0.06217092804214258,0.003162277660168379
0.2012631930227695,1.1427932,0.056550637786374744,0.003162277660168379
0.207552667804731,1.146789,0.057904324751611,0.003162277660168379
0.2138421425866926,1.1534676000000004,0.06092683730064241,0.003162277660168379
0.2201316173686541,1.1578209999999998,0.063280967638231,0.003162277660168379
0.2264210921506157,1.1623822,0.06180939181171681,0.003162277660168379
0.2327105669325772,1.1670486,0.059346084116109483,0.003162277660168379
0.2390000417145388,1.1724231999999999,0.06077001024910534,0.003162277660168379
0.2452895164965003,1.1774966,0.06171170129507239,0.003162277660168379
0.2515789912784619,1.1822768,0.05975561014974821,0.003162277660168379
0.2578684660604234,1.1875887999999997,0.060524474842942724,0.003162277660168379
0.264157940842385,1.1927468,0.05953539259983982,0.003162277660168379
0.2704474156243465,1.1976322,0.06468006174411614,0.003162277660168379
0.2767368904063081,1.2020238,0.06289464834977307,0.003162277660168379
0.2830263651882696,1.2076346,0.060230234876425086,0.003162277660168379
0.2893158399702312,1.2124252000000002,0.06349847376310447,0.003162277660168379
0.2956053147521927,1.2175222,0.062098886187607436,0.003162277660168379
0.3018947895341543,1.2223182,0.06302095336306912,0.003162277660168379
0.3081842643161158,1.2261144000000002,0.06483617700480766,0.003162277660168379
0.3144737390980773,1.2321643999999998,0.06100325512204693,0.003162277660168379
0.3207632138800389,1.2372728000000002,0.06098254959959387,0.003162277660168379
0.3270526886620004,1.2421377999999996,0.06483207331483462,0.003162277660168379
0.333342163443962,1.24648,0.07018537891688707,0.003162277660168379
0.3396316382259235,1.2521251999999998,0.06428267236609188,0.003162277660168379
0.3459211130078851,1.2562638,0.06774649127051424,0.003162277660168379
0.3522105877898466,1.2611968000000002,0.06763615827152282,0.003162277660168379
0.3585000625718082,1.266229,0.0676275768413674,0.003162277660168379
